q1_mongo_s1 23294.4
q1_mongo_s3 21663.4
q1_psql_json 17415.6
q1_mongo_s2 9348
q1_psql 3739.62
q3v3_mongo_s2 519094
q3v2_mongo_s3 222416
q3v2_mongo_s2 29129
q3_psql_json 11434.8
q3v2_mongo_s1 10557.2
q3v3_mongo_s1 10536.2
q3v1_mongo_s1 9152.8
q3v1_mongo_s3 7241
q3_psql 6271.23
q3v1_mongo_s2 4600.6
q4v3_mongo_s1 23820.4
q4v2_mongo_s1 23222.2
q4v1_mongo_s1 22472.2
q4_mongo_s2 14248.8
q4_psql 12267.2
q4_psql_json 12156.9
q4_mongo_s3 7435.4
q12_mongo_s2 156232
q12v2_mongo_s1 39442.4
q12v1_mongo_s1 24769
q12_mongo_s3 23562.6
q12_psql_json 19264.3
q12_psql 10316.9
q13_mongo_s3 256775
q13_psql_json 152339
q13_mongo_s2 45309
q13_mongo_s1 26571.2
q13_psql 1900.19
q22_mongo_s3 255925
q22_mongo_s2 39891.8
q22_psql_json 15564.1
q22_mongo_s1 6631.6
q22_psql 320.751
q1_cb_s1 94984.6
q3_cb_s1 93034.2
q4_cb_s1 135202
q12_cb_s1 94885.9
q13v1_cb_s1 192841
q13v2_cb_s1 211177
q13v3_cb_s1 106739
q22_cb_s1 119376
q1_cb_s2 365825
q3v1_cb_s2 3.16863e+06
q3v2_cb_s2 108053
q4_cb_s2 1.72993e+06
q12_cb_s2 1.72586e+06
q22v4_cb_s2 37410.9
q22v1_cb_s2 922240
q22v2_cb_s2 975330
q22v3_cb_s2 433554
q1_cb_s3 161223
q3_cb_s3 527331
q4_cb_s3 395366
q12_cb_s3 149441
q13_cb_s3 716321
q22v2_cb_s3 1.26944e+06
q22v3_cb_s3 730645
q22v4_cb_s3 270798
q22v1_cb_s3 1.21758e+06
q13_cb_s2 269995
