q22_mongo_addToSet_s2 1.02738e+06
q22_mongo_lookup_s2 1.33464e+06
q22_mongo_lookup_variable 1.33644e+06
q22_mongo_lookup_s1 374791
q22_mongo_addToSet_s1 733023
