q1v1_mongo_s1 804203
q1v2_mongo_s1 627760
q2_mongo_s1 126.6
q2_mongo_s2 77.8
q3v1_mongo_s2 3.26328e+06
q3v2_mongo_s2 1455558
q3v3_mongo_s2 4.64788e+06
q3v4_mongo_s2 1.31246e+07
q4v1_mongo_s3 8.35437e+06
q4v2_mongo_s3 8.39106e+06
q4v1_mongo_s2 1481708
q4v2_mongo_s2 1459924
